id,customer_id,price_paid,product_id
983,19358,$92.92,74002
984,61035,"$5,401.60",80250
985,27428,"$4,725.60",32807
986,24824,$2.72,85582
987,3892,$295.36,74690
988,34486,"$8,586.81",66867
989,48336,"$19,050.56",41461
990,47304,$53.73,52849
991,7086,"$2,552.86",45024
992,27749,"$7,598.38",67322
993,62130,$616.84,33494
994,18059,$1.55,23095
995,34507,$26.05,69932
996,65580,"$2,284.16",9624
997,55468,$365.06,12961
998,48301,$50.76,15494
999,14072,$959.90,66293
